system:index,country,date,NO2,SO2,CO,O3,year
gen_058034,South Africa,2019/11/13,4.27E-05,0.000227792,0.040325878,0.144079302,2019
gen_058035,Zimbabwe,2025/07/11,2.82E-05,0.000141566,0.038854461,0.089983697,2025
gen_058036,Lesotho,2024/09/19,2.78E-05,8.22E-05,0.04224277,0.112280115,2024
gen_058037,Botswana,2019/12/27,1.68E-05,8.65E-05,0.030826807,0.132703079,2019
gen_058038,Swaziland,2021/11/15,3.03E-05,,0.028632415,0.108100348,2021
gen_058039,Lesotho,2021/03/02,2.67E-05,0.00010801,0.035509384,0.156248427,2021
gen_058040,Lesotho,2027/10/12,2.43E-05,8.52E-05,0.034052933,0.115457437,2027
gen_058041,Swaziland,2020/02/28,2.78E-05,0.000131276,0.033789606,0.149675137,2020
gen_058042,Lesotho,2027/06/04,2.10E-05,0.000116174,0.033522025,0.135783014,2027
gen_058043,Swaziland,2023/04/14,3.81E-05,0.000122218,0.038994589,0.159118035,2023
gen_058044,Lesotho,2018/07/22,2.35E-05,9.02E-05,,,2018
gen_058045,South Africa,2018/10/26,7.53E-05,0.000238708,0.049620438,0.099838678,2018
gen_058046,South Africa,2019/03/26,7.36E-05,0.000256349,0.045549548,0.148946607,2019
gen_058047,South Africa,2023/12/10,7.22E-05,0.00027177,0.054085535,0.145852361,2023
gen_058048,Lesotho,2026/12/12,2.07E-05,9.32E-05,0.025134891,0.114772509,2026
gen_058049,Botswana,2022/10/15,2.62E-05,9.64E-05,0.037412074,0.102983139,2022
gen_058050,South Africa,2021/10/26,8.06E-05,0.000216091,0.051241016,,2021
gen_058051,Mozambique,2023/08/10,3.05E-05,,0.039958667,0.105108712,2023
gen_058052,Zimbabwe,2020/02/27,3.33E-05,0.000119251,0.040336544,0.128156683,2020
gen_058053,Zimbabwe,2026/05/20,3.96E-05,0.000122196,0.035308431,0.135626074,2026
gen_058054,Botswana,2021/04/17,2.79E-05,7.94E-05,0.031784279,0.125049375,2021
gen_058055,Mozambique,2022/11/16,2.37E-05,,0.031381873,0.118008398,2022
gen_058056,Mozambique,2020/01/12,,9.64E-05,0.029770125,0.135830775,2020
gen_058057,Mozambique,2025/11/14,2.58E-05,8.64E-05,0.023801149,0.093159964,2025
gen_058058,Swaziland,2024/04/23,3.87E-05,0.000144048,0.03533688,0.145743721,2024
gen_058059,Mozambique,2027/05/10,2.27E-05,0.000110754,0.033376252,0.147051751,2027
gen_058060,Botswana,2026/03/14,3.04E-05,0.000106229,0.035298594,,2026
gen_058061,Mozambique,2018/11/29,1.94E-05,7.42E-05,0.030731703,0.141874485,2018
gen_058062,Swaziland,2024/03/02,3.94E-05,0.00016697,0.039331903,0.158718878,2024
gen_058063,Mozambique,2018/10/09,,8.96E-05,0.037060295,,2018
gen_058064,Lesotho,2024/08/29,3.04E-05,7.83E-05,0.03262528,0.100989423,2024
gen_058065,Swaziland,2019/11/05,3.31E-05,9.90E-05,0.037096071,0.133077416,2019
gen_058066,Botswana,2020/03/01,2.46E-05,8.27E-05,0.033198061,0.096461523,2020
gen_058067,Mozambique,2025/04/09,3.49E-05,0.000100773,,0.112370542,2025
gen_058068,Botswana,2020/05/11,2.36E-05,0.000100069,0.030270267,0.10343726,2020
gen_058069,South Africa,2024/05/13,7.01E-05,0.000251745,0.054013264,0.145081764,2024
gen_058070,Zimbabwe,2019/12/17,,0.000116741,0.033481498,0.101675748,2019
gen_058071,Mozambique,2024/01/11,2.95E-05,0.000101223,,0.153300307,2024
gen_058072,Zimbabwe,2027/10/26,4.32E-05,,0.044094178,0.137391391,2027
gen_058073,Zimbabwe,2024/09/24,3.86E-05,0.000117613,0.05661245,,2024
gen_058074,Swaziland,2020/02/10,3.10E-05,0.000136156,,0.136558383,2020
gen_058075,Lesotho,2022/08/01,2.57E-05,8.35E-05,0.030753399,0.121503348,2022
gen_058076,Botswana,2020/05/13,2.12E-05,9.80E-05,0.03142082,0.104965395,2020
gen_058077,Botswana,2020/11/27,1.88E-05,,0.024231029,0.110976899,2020
gen_058078,Mozambique,2022/04/12,2.54E-05,0.000104428,,0.154830468,2022
gen_058079,Mozambique,2019/11/08,2.46E-05,8.40E-05,0.027699904,0.127376742,2019
gen_058080,Lesotho,2020/08/10,,8.54E-05,0.034302643,0.115560728,2020
gen_058081,Zimbabwe,2027/05/25,3.66E-05,0.000140987,0.031107668,0.130529113,2027
gen_058082,Swaziland,2025/02/20,,0.000157266,0.036792387,,2025
gen_058083,Swaziland,2020/06/25,2.52E-05,0.000129339,0.036354035,0.119002335,2020
gen_058084,South Africa,2018/03/15,5.84E-05,,0.050339738,0.193270068,2018
gen_058085,South Africa,2021/05/30,7.44E-05,0.000226447,0.062008766,0.144255323,2021
gen_058086,Zimbabwe,2019/08/15,3.72E-05,0.000107897,0.042629235,0.12567584,2019
gen_058087,Mozambique,2025/03/19,3.07E-05,0.000114402,0.036491807,0.131406476,2025
gen_058088,Botswana,2022/04/25,2.47E-05,0.000103896,0.026726554,0.136218952,2022
gen_058089,Lesotho,2025/07/05,2.94E-05,0.000110949,0.028204131,,2025
gen_058090,Lesotho,2026/04/10,2.65E-05,9.05E-05,0.028730506,0.129151051,2026
gen_058091,Zimbabwe,2023/04/13,3.65E-05,0.000132706,0.036782726,0.139176983,2023
gen_058092,South Africa,2025/09/08,7.83E-05,0.000268055,0.062972055,0.106843022,2025
gen_058093,Mozambique,2023/03/07,,8.56E-05,0.029253428,0.127931547,2023
gen_058094,Botswana,2024/06/19,2.40E-05,9.65E-05,0.020956003,0.130571697,2024
gen_058095,Swaziland,2027/09/01,3.27E-05,0.000132581,0.041375793,0.129518536,2027
gen_058096,South Africa,2027/08/05,8.05E-05,0.000227128,0.061742212,0.115968146,2027
gen_058097,Swaziland,2022/08/17,4.47E-05,0.000118971,0.041151356,0.110947849,2022
gen_058098,Botswana,2023/04/19,2.82E-05,9.95E-05,,0.147016411,2023
gen_058099,South Africa,2026/12/27,,0.00028544,,0.146819827,2026
gen_058100,Mozambique,2018/08/16,3.26E-05,9.96E-05,0.044423575,0.103018672,2018
gen_058101,Lesotho,2027/11/13,2.44E-05,9.45E-05,0.031836585,0.137646766,2027
gen_058102,Lesotho,2024/04/26,2.08E-05,9.00E-05,0.034288058,0.137251454,2024
gen_058103,Lesotho,2018/08/20,2.49E-05,9.93E-05,0.038285267,0.106328373,2018
gen_058104,Swaziland,2023/08/13,3.82E-05,9.45E-05,0.042238572,0.141494983,2023
gen_058105,Botswana,2024/07/24,2.29E-05,9.33E-05,0.03314545,0.130700244,2024
gen_058106,Zimbabwe,2023/08/01,3.40E-05,0.000146062,0.041604557,0.132317649,2023
gen_058107,Zimbabwe,2027/08/20,4.42E-05,0.000112375,0.036861829,0.121840813,2027
gen_058108,Zimbabwe,2022/08/05,4.25E-05,0.000128943,0.048448243,0.116417676,2022
gen_058109,Zimbabwe,2022/06/10,3.06E-05,0.000118092,0.02869987,0.135350727,2022
gen_058110,Lesotho,2020/01/29,2.71E-05,8.58E-05,0.027388883,0.12842233,2020
gen_058111,Mozambique,2021/10/19,3.14E-05,8.18E-05,0.034191034,0.094437834,2021
gen_058112,Botswana,2023/03/23,,7.87E-05,0.037945406,0.158430642,2023
gen_058113,Zimbabwe,2021/09/29,3.57E-05,0.00011112,0.039749845,0.098170834,2021
gen_058114,Swaziland,2018/10/20,3.70E-05,0.000119163,,0.088050309,2018
gen_058115,Botswana,2025/08/13,2.35E-05,7.80E-05,0.029955657,0.115408737,2025
gen_058116,Zimbabwe,2020/09/12,3.11E-05,0.00011029,0.043467356,0.112168631,2020
gen_058117,Botswana,2024/09/12,1.82E-05,,0.028475415,0.123923205,2024
gen_058118,Swaziland,2027/09/30,3.56E-05,0.000109495,0.042477462,0.106984756,2027
gen_058119,Botswana,2022/05/23,2.05E-05,,0.024108151,0.16337033,2022
gen_058120,Swaziland,2018/05/15,3.49E-05,0.000122188,0.034051159,0.124771637,2018
gen_058121,Zimbabwe,2023/11/06,2.56E-05,0.000118661,0.04065906,0.130566312,2023
gen_058122,Zimbabwe,2018/07/02,3.05E-05,0.000105576,0.040493851,0.130740567,2018
gen_058123,Botswana,2023/12/28,2.46E-05,8.95E-05,0.031141637,0.135343206,2023
gen_058124,Botswana,2027/10/03,3.09E-05,9.92E-05,,0.119622968,2027
gen_058125,Botswana,2020/12/01,2.48E-05,8.06E-05,0.021009002,0.11758871,2020
gen_058126,Swaziland,2021/06/03,3.94E-05,0.000142011,0.030056471,0.14779209,2021
gen_058127,Lesotho,2018/01/23,2.49E-05,8.95E-05,0.026307589,0.128192298,2018
gen_058128,Mozambique,2020/07/23,2.52E-05,7.67E-05,0.032504355,0.110431208,2020
gen_058129,Mozambique,2018/01/14,,0.00011032,0.030375704,0.112202024,2018
gen_058130,Mozambique,2023/05/17,2.66E-05,0.000107951,0.044018327,0.157170477,2023
gen_058131,Mozambique,2022/06/29,2.75E-05,9.37E-05,0.028121042,0.139197661,2022
gen_058132,Mozambique,2024/02/21,,0.000111231,0.037267171,0.160278232,2024
gen_058133,Lesotho,2024/11/11,2.27E-05,8.72E-05,0.028292771,0.14240142,2024
gen_058134,Mozambique,2018/05/19,,0.000108978,0.032193361,0.140931976,2018
gen_058135,Swaziland,2027/03/22,3.07E-05,0.000138424,0.03779905,0.146354709,2027
gen_058136,Botswana,2020/09/16,2.55E-05,7.88E-05,0.031102129,0.129979602,2020
gen_058137,Zimbabwe,2026/05/23,3.15E-05,9.17E-05,0.034232543,0.151720276,2026
gen_058138,Mozambique,2027/05/09,3.14E-05,0.000110924,0.0257954,0.142252331,2027
gen_058139,Lesotho,2021/06/17,2.60E-05,9.04E-05,0.023446303,0.092810008,2021
gen_058140,Mozambique,2025/11/01,2.70E-05,7.95E-05,0.030016479,0.131685465,2025
gen_058141,Zimbabwe,2023/05/24,3.14E-05,0.000137796,0.048886909,0.157898299,2023
gen_058142,Swaziland,2024/04/11,,0.000149274,0.043031971,0.173148747,2024
gen_058143,Swaziland,2022/06/29,3.16E-05,0.000110301,0.034425787,0.143418455,2022
gen_058144,Lesotho,2018/11/18,2.39E-05,9.11E-05,0.020025213,0.127660293,2018
gen_058145,Zimbabwe,2020/01/26,2.94E-05,0.000110599,0.029760162,0.119408483,2020
gen_058146,Swaziland,2020/03/15,3.88E-05,0.000152681,0.033218493,0.162608696,2020
gen_058147,Botswana,2020/01/29,2.19E-05,8.12E-05,0.029776426,,2020
gen_058148,Mozambique,2024/11/21,2.72E-05,8.03E-05,0.033487908,0.129000819,2024
gen_058149,Zimbabwe,2026/06/03,,0.000158631,0.039039546,0.153215919,2026
gen_058150,South Africa,2018/11/25,6.10E-05,0.000250891,,,2018
gen_058151,South Africa,2019/03/31,7.94E-05,0.000284332,0.054704073,0.132094289,2019
gen_058152,Mozambique,2021/12/21,2.24E-05,,0.022701497,0.121049624,2021
gen_058153,Botswana,2018/09/13,2.61E-05,7.30E-05,0.022671871,0.087500084,2018
gen_058154,Zimbabwe,2027/05/25,3.42E-05,0.000106783,0.032318989,0.130723317,2027
gen_058155,Swaziland,2020/10/05,4.10E-05,0.000123655,0.038548259,0.112456077,2020
gen_058156,Lesotho,2025/07/17,2.55E-05,9.41E-05,0.035587732,0.144295886,2025
gen_058157,Lesotho,2022/11/22,2.40E-05,7.53E-05,0.027821695,0.132456732,2022
gen_058158,South Africa,2021/11/15,4.93E-05,0.000254496,0.038685776,0.129174616,2021
gen_058159,Swaziland,2018/06/22,3.58E-05,0.000112133,0.032325294,0.143410579,2018
gen_058160,Botswana,2022/08/01,2.89E-05,8.79E-05,0.035751623,0.13398677,2022
gen_058161,South Africa,2021/05/28,5.44E-05,0.000277566,0.054807662,0.156691476,2021
gen_058162,Zimbabwe,2020/02/16,3.50E-05,0.000159145,0.036673135,0.128684764,2020
gen_058163,Mozambique,2026/04/19,3.05E-05,0.00010771,0.036536503,0.143452573,2026
gen_058164,Botswana,2018/04/01,1.86E-05,7.36E-05,0.033759628,0.131824295,2018
gen_058165,Botswana,2021/09/13,3.04E-05,7.94E-05,,0.111929089,2021
gen_058166,Botswana,2018/04/30,2.39E-05,8.03E-05,0.029020216,0.115769356,2018
gen_058167,Zimbabwe,2023/12/10,3.68E-05,0.000104581,0.035885781,0.128260741,2023
gen_058168,Mozambique,2023/09/28,2.98E-05,9.24E-05,0.033923517,0.115082699,2023
gen_058169,Botswana,2027/08/13,2.24E-05,8.60E-05,0.031431547,0.086256125,2027
gen_058170,Zimbabwe,2018/12/29,2.81E-05,0.000122814,0.033152756,0.143051787,2018
gen_058171,Swaziland,2025/01/13,3.61E-05,0.000139699,0.031399298,0.110509597,2025
gen_058172,Botswana,2026/02/27,2.64E-05,9.89E-05,0.026728576,0.135952387,2026
gen_058173,Swaziland,2024/10/21,3.36E-05,0.000109807,,0.11249046,2024
gen_058174,Lesotho,2027/06/30,2.63E-05,9.03E-05,0.03110706,0.126924317,2027
gen_058175,Botswana,2027/09/19,3.03E-05,8.30E-05,0.033906534,0.096980919,2027
gen_058176,Botswana,2018/09/28,2.23E-05,7.36E-05,0.028246682,0.108717546,2018
gen_058177,South Africa,2018/12/08,4.90E-05,0.000276328,0.053365491,0.133683644,2018
gen_058178,Zimbabwe,2019/11/30,,9.41E-05,0.031851049,0.120254889,2019
gen_058179,Zimbabwe,2027/05/13,4.11E-05,0.000144017,0.038986851,0.152725486,2027
gen_058180,Swaziland,2019/12/27,3.31E-05,0.00010721,0.030142862,0.129080732,2019
gen_058181,Zimbabwe,2019/07/11,3.41E-05,9.94E-05,0.032899545,0.134788707,2019
gen_058182,Lesotho,2023/03/12,2.74E-05,8.99E-05,0.035391022,0.144150706,2023
gen_058183,Botswana,2018/05/10,2.15E-05,8.73E-05,0.030578682,0.120567366,2018
gen_058184,Botswana,2025/04/25,2.32E-05,8.43E-05,0.03764464,0.119013195,2025
gen_058185,Lesotho,2022/08/27,3.13E-05,9.67E-05,0.037983157,0.140924228,2022
gen_058186,Swaziland,2027/12/19,,0.000148014,0.032074139,,2027
gen_058187,Botswana,2026/11/06,2.50E-05,9.27E-05,0.027026035,0.105824024,2026
gen_058188,Mozambique,2023/01/30,2.47E-05,0.000107185,0.036390451,0.152379364,2023
gen_058189,Swaziland,2021/02/18,3.42E-05,0.000118929,,0.16812807,2021
gen_058190,Zimbabwe,2018/05/09,2.80E-05,0.000112165,0.033125637,0.152981849,2018
gen_058191,Botswana,2018/11/28,2.13E-05,7.28E-05,0.022338851,0.09983599,2018
gen_058192,Lesotho,2018/10/12,2.41E-05,6.58E-05,0.034244543,,2018
gen_058193,Botswana,2018/03/11,2.08E-05,9.92E-05,0.027357478,0.107681528,2018
gen_058194,Botswana,2022/11/15,2.53E-05,7.20E-05,0.029392088,0.140125998,2022
gen_058195,Mozambique,2021/11/30,2.94E-05,9.30E-05,0.030684737,,2021
gen_058196,Lesotho,2019/02/12,2.89E-05,7.79E-05,0.02371973,0.134513968,2019
gen_058197,Zimbabwe,2027/11/05,2.20E-05,0.000113827,0.032132372,0.122180325,2027
gen_058198,Mozambique,2027/03/04,2.67E-05,9.89E-05,0.038703878,0.122976587,2027
gen_058199,Lesotho,2024/10/12,2.82E-05,7.49E-05,,0.100140231,2024
gen_058200,Mozambique,2026/12/18,2.33E-05,0.000106977,0.026087967,0.158922343,2026
gen_058201,Swaziland,2023/02/01,3.40E-05,0.000120356,0.040712142,0.127937667,2023
gen_058202,Mozambique,2022/01/28,2.53E-05,9.11E-05,0.025638953,0.153755006,2022
gen_058203,Botswana,2020/01/20,1.46E-05,0.00010042,0.031891048,0.148733166,2020
gen_058204,Mozambique,2024/05/30,2.28E-05,0.000109706,0.034866426,0.120201967,2024
gen_058205,South Africa,2027/07/03,6.61E-05,0.000274181,0.056886431,0.180939495,2027
gen_058206,Lesotho,2027/06/28,2.55E-05,9.93E-05,0.030583807,0.140064454,2027
gen_058207,South Africa,2018/06/04,6.00E-05,0.000261297,0.05669764,0.135798094,2018
gen_058208,Lesotho,2018/01/18,2.33E-05,9.05E-05,0.030472888,0.148897441,2018
gen_058209,Zimbabwe,2018/05/07,3.14E-05,0.000124276,0.038558283,,2018
gen_058210,Zimbabwe,2019/08/21,3.90E-05,0.000117622,0.035715781,0.127002082,2019
gen_058211,Swaziland,2020/12/25,,9.61E-05,0.037200865,0.138879022,2020
gen_058212,Zimbabwe,2023/06/20,3.09E-05,0.000112391,0.043887657,0.120095071,2023
gen_058213,Botswana,2022/07/19,2.26E-05,8.01E-05,0.029720785,0.107894369,2022
gen_058214,South Africa,2024/11/30,6.23E-05,0.000218312,0.053417759,0.135453883,2024
gen_058215,Mozambique,2026/11/23,2.40E-05,7.95E-05,0.028803666,0.139755145,2026
gen_058216,Swaziland,2018/08/18,4.71E-05,0.000115949,,0.124526592,2018
gen_058217,Botswana,2025/02/12,2.16E-05,9.52E-05,0.02718763,0.131457886,2025
gen_058218,Lesotho,2024/02/15,2.44E-05,0.000106225,0.033831404,0.159302336,2024
gen_058219,Lesotho,2021/12/15,3.15E-05,8.22E-05,0.028458415,0.164787276,2021
gen_058220,South Africa,2024/12/16,6.87E-05,0.000235876,0.051757261,,2024
gen_058221,Zimbabwe,2024/07/02,3.45E-05,0.000108214,,0.121550586,2024
gen_058222,Zimbabwe,2020/10/18,3.13E-05,0.000106207,0.041142666,0.11599637,2020
gen_058223,Mozambique,2025/03/31,2.54E-05,0.000123168,0.029796846,0.134718145,2025
gen_058224,Botswana,2022/01/10,2.31E-05,9.41E-05,0.030640928,0.14815062,2022
gen_058225,Zimbabwe,2019/11/15,3.19E-05,,0.024588767,0.133584204,2019
gen_058226,South Africa,2027/11/03,5.99E-05,0.000232445,0.056170625,0.139781425,2027
gen_058227,Botswana,2021/05/21,2.55E-05,7.75E-05,0.027403929,0.143549118,2021
gen_058228,South Africa,2023/06/13,7.24E-05,0.000267843,0.063546273,0.154364411,2023
gen_058229,Zimbabwe,2020/05/31,3.56E-05,0.000115866,0.032298977,0.125061736,2020
gen_058230,Zimbabwe,2023/05/31,,0.000124877,0.034573867,0.140862833,2023
gen_058231,Zimbabwe,2026/04/20,4.93E-05,0.000117659,0.040688043,0.141051567,2026
gen_058232,Zimbabwe,2021/01/29,3.53E-05,9.66E-05,,0.157733291,2021
gen_058233,South Africa,2026/11/16,5.46E-05,0.000248325,0.048151815,0.134418502,2026
gen_058234,South Africa,2022/09/03,6.45E-05,,0.076138203,0.146650177,2022
gen_058235,Botswana,2026/12/12,2.17E-05,,,0.134053041,2026
gen_058236,South Africa,2018/11/09,4.24E-05,0.000242585,0.039978525,0.123912127,2018
gen_058237,Zimbabwe,2023/12/03,3.88E-05,9.99E-05,,0.123945503,2023
gen_058238,Swaziland,2025/07/28,2.75E-05,0.000155444,0.036458202,0.098022215,2025
gen_058239,Zimbabwe,2021/07/21,,9.54E-05,0.039293742,0.119873683,2021
gen_058240,Lesotho,2024/03/01,,0.000107553,,0.155128752,2024
gen_058241,Lesotho,2023/01/30,2.36E-05,6.92E-05,,0.164092386,2023
gen_058242,Zimbabwe,2022/04/04,,0.000120466,0.0457513,0.136316696,2022
gen_058243,Zimbabwe,2026/10/16,4.27E-05,,0.032684159,0.13834638,2026
gen_058244,South Africa,2019/07/07,7.30E-05,0.000210511,0.047228283,0.137872888,2019
gen_058245,Zimbabwe,2024/10/23,3.07E-05,0.000101701,0.040204306,,2024
gen_058246,Swaziland,2018/04/05,3.76E-05,0.000149006,0.042274526,0.143690262,2018
gen_058247,Lesotho,2026/05/01,2.96E-05,0.000100134,0.035381146,0.135820381,2026
gen_058248,South Africa,2022/06/02,,0.000234277,0.043224058,0.118426035,2022
gen_058249,Mozambique,2018/11/17,2.57E-05,7.50E-05,0.022978218,0.141314276,2018
gen_058250,Swaziland,2020/07/01,2.49E-05,0.000140879,0.036916426,0.120136546,2020
gen_058251,Mozambique,2023/04/21,2.92E-05,9.94E-05,0.034757657,0.148256913,2023
gen_058252,Lesotho,2024/01/21,2.70E-05,8.99E-05,,0.152905456,2024
gen_058253,Mozambique,2026/02/19,2.10E-05,9.57E-05,0.040523238,0.147707183,2026
gen_058254,Mozambique,2026/08/16,3.26E-05,9.88E-05,0.041817035,0.106638382,2026
gen_058255,Zimbabwe,2023/04/23,3.60E-05,0.000109538,0.042786649,0.133306267,2023
gen_058256,Botswana,2019/10/18,2.33E-05,8.45E-05,0.034963095,0.114039005,2019
gen_058257,Zimbabwe,2021/01/20,2.97E-05,0.000109508,0.036274471,0.134305443,2021
gen_058258,Lesotho,2024/12/14,,8.61E-05,0.029227407,,2024
gen_058259,Lesotho,2021/07/08,2.59E-05,9.11E-05,0.028335874,0.135295924,2021
gen_058260,Mozambique,2022/10/22,2.78E-05,8.27E-05,0.03716258,0.118564766,2022
gen_058261,South Africa,2018/08/29,5.81E-05,0.000221704,0.053346414,0.141315467,2018
gen_058262,Zimbabwe,2024/08/10,4.17E-05,0.000143913,0.033886937,0.102259659,2024
gen_058263,South Africa,2026/10/23,7.95E-05,0.000202362,0.051464198,0.098734066,2026
gen_058264,Botswana,2027/05/14,2.74E-05,0.000106758,0.033584071,0.135393917,2027
gen_058265,Mozambique,2024/12/18,2.84E-05,7.65E-05,0.036594426,0.127800004,2024
gen_058266,Zimbabwe,2018/11/18,2.84E-05,0.000110374,0.02973051,0.112341663,2018
gen_058267,Swaziland,2027/01/08,3.36E-05,0.000132104,0.044364099,0.137751365,2027
gen_058268,Lesotho,2022/07/27,2.27E-05,9.33E-05,0.027107052,0.130463073,2022
gen_058269,South Africa,2019/08/18,7.61E-05,0.000185841,0.069158077,0.130865964,2019
gen_058270,Swaziland,2018/07/06,,0.000131138,0.036067221,0.101634184,2018
gen_058271,Lesotho,2020/05/03,3.18E-05,0.000134087,,0.145072553,2020
gen_058272,South Africa,2018/09/02,6.20E-05,0.000209319,0.046075611,0.102242085,2018
gen_058273,Mozambique,2023/06/08,2.41E-05,0.00012055,0.029793579,,2023
gen_058274,Lesotho,2024/08/12,2.49E-05,8.11E-05,0.029914583,0.139583022,2024
gen_058275,Zimbabwe,2018/12/05,,,0.037102872,0.106698696,2018
gen_058276,Lesotho,2025/01/24,2.83E-05,,0.033389175,0.109462325,2025
gen_058277,Lesotho,2024/03/22,2.50E-05,0.000108555,,0.174907026,2024
gen_058278,Botswana,2025/12/08,2.02E-05,8.02E-05,0.03325054,0.128400219,2025
gen_058279,Mozambique,2021/03/28,2.09E-05,0.000102454,0.03288942,0.157235684,2021
gen_058280,South Africa,2018/09/24,5.91E-05,0.000249403,0.057421599,0.110199891,2018
gen_058281,Zimbabwe,2019/09/07,3.74E-05,0.000123392,0.036015256,0.104246172,2019
gen_058282,Swaziland,2020/07/11,3.71E-05,0.000119297,0.030628445,,2020
gen_058283,Zimbabwe,2021/05/27,3.70E-05,0.000131229,0.029380638,0.151895819,2021
gen_058284,Zimbabwe,2022/09/30,3.74E-05,,0.040265812,0.119563542,2022
gen_058285,Swaziland,2027/06/05,3.45E-05,0.000131531,0.039016147,0.153260293,2027
gen_058286,Zimbabwe,2024/07/01,2.89E-05,0.000118443,0.036053463,0.112002835,2024
gen_058287,Lesotho,2024/02/07,2.65E-05,0.000105754,0.033468924,0.1531654,2024
gen_058288,Swaziland,2026/06/24,3.88E-05,0.000137493,0.032698346,0.130952321,2026
gen_058289,South Africa,2024/03/20,7.30E-05,0.000251723,0.060956719,0.153090271,2024
gen_058290,Mozambique,2019/05/17,2.33E-05,0.000102308,0.030306575,0.139874063,2019
gen_058291,South Africa,2025/08/10,8.76E-05,0.000288866,0.068218904,0.116748259,2025
gen_058292,Swaziland,2024/01/01,3.01E-05,0.000125545,0.032509036,0.125087104,2024
gen_058293,Mozambique,2026/04/23,2.78E-05,8.74E-05,0.037649635,0.137324272,2026
gen_058294,Zimbabwe,2024/12/02,3.19E-05,0.000115066,0.038665445,0.162048523,2024
gen_058295,Botswana,2023/10/24,,8.07E-05,0.040202718,0.118137863,2023
gen_058296,Lesotho,2018/10/14,2.37E-05,8.39E-05,,0.099374988,2018
gen_058297,Mozambique,2022/07/19,2.62E-05,0.00010184,0.032907626,0.096441165,2022
gen_058298,Swaziland,2020/04/18,2.96E-05,0.000114801,0.036677202,0.15400315,2020
gen_058299,South Africa,2018/12/23,6.85E-05,,0.053986035,0.119842174,2018
gen_058300,Zimbabwe,2024/10/31,4.48E-05,0.000108109,0.041178482,0.112244159,2024
gen_058301,Zimbabwe,2025/09/28,,0.000101643,0.04442712,0.120703279,2025
gen_058302,Mozambique,2018/11/02,1.92E-05,9.84E-05,0.023690935,0.112839378,2018
gen_058303,Swaziland,2020/06/05,,0.000133769,0.028370159,0.120576912,2020
gen_058304,Lesotho,2026/04/07,2.72E-05,6.01E-05,0.034640669,0.165540932,2026
gen_058305,Botswana,2019/08/10,2.48E-05,7.05E-05,0.036035772,0.134046869,2019
gen_058306,Mozambique,2025/01/25,3.29E-05,0.000110779,0.036091368,0.165628775,2025
gen_058307,Lesotho,2027/05/07,,0.000112728,0.028424003,0.144233829,2027
gen_058308,Swaziland,2027/03/08,3.98E-05,0.000130219,0.036855226,0.142656813,2027
gen_058309,South Africa,2024/08/25,6.82E-05,0.000261287,0.065862218,0.131071717,2024
gen_058310,Botswana,2027/11/09,2.21E-05,8.52E-05,0.024091699,,2027
gen_058311,Mozambique,2023/12/03,2.52E-05,8.69E-05,0.028438989,,2023
gen_058312,Mozambique,2026/12/04,2.64E-05,9.31E-05,,0.114319109,2026
gen_058313,Botswana,2024/11/28,2.05E-05,7.91E-05,0.034526959,0.123200708,2024
gen_058314,South Africa,2021/08/04,7.19E-05,0.000219923,0.063593432,0.118058054,2021
gen_058315,Zimbabwe,2021/07/15,3.09E-05,8.67E-05,0.032838731,0.12834309,2021
gen_058316,Zimbabwe,2025/04/10,4.02E-05,0.000130993,0.042646536,0.135029903,2025
gen_058317,Zimbabwe,2026/11/05,3.23E-05,0.000122229,0.033560618,0.127069454,2026
gen_058318,Zimbabwe,2021/07/08,,0.000101992,0.024984534,0.160142259,2021
gen_058319,Zimbabwe,2022/12/26,3.44E-05,0.000129864,,0.142375412,2022
gen_058320,Botswana,2020/04/13,2.35E-05,8.09E-05,0.032555293,0.112506921,2020
gen_058321,Mozambique,2023/06/09,2.59E-05,0.000121872,0.035587448,0.127080353,2023
gen_058322,South Africa,2019/11/11,5.62E-05,0.000214145,0.046204684,0.110702852,2019
gen_058323,Zimbabwe,2021/05/18,3.36E-05,0.000123034,0.033486629,0.13588003,2021
gen_058324,Mozambique,2018/11/22,2.23E-05,8.85E-05,0.025075393,0.142000199,2018
gen_058325,Swaziland,2027/10/15,2.86E-05,0.000120787,0.052426729,0.138843847,2027
gen_058326,Swaziland,2022/09/03,3.47E-05,0.000131559,,0.12875997,2022
gen_058327,South Africa,2022/12/02,5.87E-05,0.000276666,0.052189534,0.12217982,2022
gen_058328,Lesotho,2021/07/05,2.08E-05,8.76E-05,0.037263389,0.117703835,2021
gen_058329,Botswana,2018/05/10,2.44E-05,8.98E-05,,,2018
gen_058330,Mozambique,2023/02/12,2.82E-05,8.96E-05,0.038557293,0.165760079,2023
gen_058331,Lesotho,2026/12/23,2.23E-05,8.71E-05,0.03129557,,2026
gen_058332,South Africa,2022/03/04,7.82E-05,0.000243394,0.059835847,0.160711346,2022
gen_058333,Lesotho,2022/02/28,2.42E-05,8.77E-05,0.02935389,,2022
gen_058334,Zimbabwe,2023/03/27,4.05E-05,0.000108734,0.04808305,0.132206734,2023
gen_058335,Zimbabwe,2023/11/15,3.57E-05,0.000122825,0.03350682,,2023
gen_058336,Zimbabwe,2024/03/04,3.92E-05,0.000112905,0.038878089,0.140259335,2024
gen_058337,South Africa,2020/08/28,7.50E-05,0.000180024,0.048021725,0.142264503,2020
gen_058338,Botswana,2019/12/11,2.07E-05,0.000113662,0.032065481,0.129647186,2019
